roi_name	lesion_only_score	multilayer_behaviour_score	predicted	residual	residual_z
SalVenAttnA_SPL_1_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SalVenAttnA_SPL_2_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
SalVenAttnB_IFG_1_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SalVenAttnB_IPL_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SalVenAttnB_IPL_2_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SalVenAttnB_IPL_3_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SalVenAttnB_Ins_1_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SalVenAttnB_Ins_2_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SalVenAttnB_Ins_3_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
SalVenAttnB_OFC_1_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
SalVenAttnB_PFCd_1_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SalVenAttnB_PFCl_1_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
SalVenAttnB_PFCl_2_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SalVenAttnB_PFCl_3_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SalVenAttnB_SPL_1_R	1182.535211	748495.284575	4593942.902608	-3845447.618033	-1.082417
SalVenAttnB_Temp_1_R	1009.766835	11285070.716461	4222969.366664	7062101.349797	1.98784
SalVenAttnB_Temp_2_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
DorsAttnA_IPS_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
DorsAttnA_IPS_2_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
DorsAttnA_PrCd_1_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
DorsAttnA_PrCv_1_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
DorsAttnA_SPL_1_R	1182.535211	2774243.592502	4593942.902608	-1819699.310106	-0.512209
DorsAttnA_SPL_2_R	1182.535211	2774243.592502	4593942.902608	-1819699.310106	-0.512209
DorsAttnA_SPL_3_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
DorsAttnA_SPL_4_R	378.897583	522380.34539	2868347.632344	-2345967.286954	-0.660343
DorsAttnA_TempOcc_1_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
DorsAttnA_TempOcc_2_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
DorsAttnA_TempPole_1_R	679.099427	1428327.355611	3512950.204551	-2084622.84894	-0.58678
DorsAttnB_IPL_1_R	2200.098994	8515487.503171	6778886.949475	1736600.553696	0.488818
DorsAttnB_IPL_2_R	2200.098994	8515487.503171	6778886.949475	1736600.553696	0.488818
DorsAttnB_PostC_1_R	1009.766835	9264665.683491	4222969.366664	5041696.316827	1.419137
DorsAttnB_PostC_2_R	1874.611615	8515487.503171	6079990.503908	2435496.999263	0.685544
DorsAttnB_PostC_3_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
DorsAttnB_PrCd_1_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
DorsAttnB_PrCd_2_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
DorsAttnB_PrCd_3_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
DorsAttnB_PrCv_1_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
DorsAttnB_SPL_1_R	1182.535211	8515487.503171	4593942.902608	3921544.600563	1.103836
DorsAttnB_SPL_2_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
DorsAttnB_SPL_3_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
Aud_Ins_1_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
Aud_ParOcc_1_R	1009.766835	11285070.716461	4222969.366664	7062101.349797	1.98784
Aud_ParOper_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
Aud_ST_1_R	1009.766835	11285070.716461	4222969.366664	7062101.349797	1.98784
Aud_ST_2_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
Aud_ST_3_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
Aud_ST_4_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
Aud_ST_5_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
Aud_Temp_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SomMotA_ParOper_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SomMotA_1_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SomMotA_2_R	1765.75815	4929340.474374	5846257.017805	-916916.543431	-0.258094
SomMotA_3_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SomMotA_4_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SomMotA_5_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
SomMotA_6_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
SomMotA_7_R	1182.535211	8515487.503171	4593942.902608	3921544.600563	1.103836
SomMotA_8_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
SomMotA_9_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
SomMotA_10_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SomMotA_11_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SomMotA_12_R	1874.611615	4929340.474374	6079990.503908	-1150650.029534	-0.323885
SomMotB_Ins_1_R	2200.098994	10018208.793192	6778886.949475	3239321.843717	0.911804
SomMotB_Ins_2_R	689.205819	9264665.683491	3534650.958257	5730014.725234	1.612884
SomMotB_ParOper_1_R	1765.75815	9264665.683491	5846257.017805	3418408.665686	0.962214
SomMotB_ParOper_2_R	2200.098994	8515487.503171	6778886.949475	1736600.553696	0.488818
SomMotB_1_R	1765.75815	4929340.474374	5846257.017805	-916916.543431	-0.258094
SomMotB_2_R	1182.535211	4929340.474374	4593942.902608	335397.571766	0.094408
SomMotB_3_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
SomMotB_4_R	679.099427	9264665.683491	3512950.204551	5751715.47894	1.618993
SomMotB_5_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
SomMotB_6_R	1765.75815	9264665.683491	5846257.017805	3418408.665686	0.962214
SomMotB_7_R	2200.098994	8515487.503171	6778886.949475	1736600.553696	0.488818
VisualA_ExStr_1_R	378.897583	8515487.503171	2868347.632344	5647139.870827	1.589557
VisualA_ExStr_2_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
VisualA_ExStr_3_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualA_ExStr_4_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
VisualA_ExStr_5_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualA_ExStr_6_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
VisualA_ExStr_7_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
VisualA_ExStr_8_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
VisualA_ExStr_9_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualA_ExStr_10_R	378.897583	8515487.503171	2868347.632344	5647139.870827	1.589557
VisualA_ExStr_11_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
VisualA_ExStr_12_R	1264.138012	11285070.716461	4769162.930317	6515907.786144	1.834098
VisualA_PrC_1_R	1765.75815	10018208.793192	5846257.017805	4171951.775387	1.174321
VisualA_SPL_1_R	1009.766835	8515487.503171	4222969.366664	4292518.136507	1.208258
VisualA_SPL_2_R	1765.75815	8515487.503171	5846257.017805	2669230.485366	0.751335
VisualB_ExStrInf_1_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualB_ExStrInf_2_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualB_ExStrInf_3_R	679.099427	2774243.592502	3512950.204551	-738706.612049	-0.207931
VisualB_ExStrInf_4_R	651.353689	2774243.592502	3453373.708137	-679130.115635	-0.191162
VisualB_ExStrSup_1_R	378.897583	8515487.503171	2868347.632344	5647139.870827	1.589557
VisualB_ExStrSup_2_R	378.897583	8515487.503171	2868347.632344	5647139.870827	1.589557
VisualB_ExStrSup_3_R	679.099427	2774243.592502	3512950.204551	-738706.612049	-0.207931
VisualB_ExStrSup_4_R	378.897583	522380.34539	2868347.632344	-2345967.286954	-0.660343
VisualB_ExStrSup_5_R	378.897583	8515487.503171	2868347.632344	5647139.870827	1.589557
VisualB_SPL_1_R	1182.535211	748495.284575	4593942.902608	-3845447.618033	-1.082417
VisualB_Striate_1_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualB_Striate_2_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualB_Striate_3_R	378.897583	522380.34539	2868347.632344	-2345967.286954	-0.660343
VisualC_ExStr_1_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualC_ExStr_2_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualC_ExStr_3_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
VisualC_ExStr_4_R	378.897583	2774243.592502	2868347.632344	-94104.039842	-0.026488
