roi_name	lesion_only_score	multilayer_behaviour_score	predicted	residual	residual_z
DorsAttnA_SPL_4_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
DorsAttnA_TempOcc_1_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
DorsAttnA_TempOcc_2_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
DorsAttnA_TempPole_1_R	667.434661	0.0	81435.639056	-81435.639056	-0.921266
DorsAttnB_IPL_1_R	305.978228	185065.399941	34886.606107	150178.793834	1.698945
DorsAttnB_IPL_2_R	686.117351	111398.875327	83841.630686	27557.244641	0.31175
DorsAttnB_PostC_1_R	507.847444	111398.875327	60883.69989	50515.175437	0.571469
DorsAttnB_PostC_2_R	686.117351	185065.399941	83841.630686	101223.769255	1.145126
DorsAttnB_PostC_3_R	686.117351	111398.875327	83841.630686	27557.244641	0.31175
DorsAttnB_PrCd_1_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
DorsAttnB_PrCd_2_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
DorsAttnB_PrCd_3_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
DorsAttnB_PrCv_1_R	1817.31412	475951.214944	229519.258374	246431.95657	2.78784
DorsAttnB_SPL_1_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
DorsAttnB_SPL_2_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
DorsAttnB_SPL_3_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
Aud_Ins_1_R	1817.31412	77850.945006	229519.258374	-151668.313368	-1.715796
Aud_ParOcc_1_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
Aud_ParOper_1_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
Aud_ST_1_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
Aud_ST_2_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
Aud_ST_3_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
Aud_ST_4_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
Aud_ST_5_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
Aud_Temp_1_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
SomMotA_ParOper_1_R	686.117351	185065.399941	83841.630686	101223.769255	1.145126
SomMotA_1_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotA_2_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotA_3_R	686.117351	111398.875327	83841.630686	27557.244641	0.31175
SomMotA_4_R	305.978228	111398.875327	34886.606107	76512.26922	0.865569
SomMotA_5_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
SomMotA_6_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
SomMotA_7_R	1618.432847	111398.875327	203906.957458	-92508.082131	-1.046527
SomMotA_8_R	667.434661	111398.875327	81435.639056	29963.236271	0.338969
SomMotA_9_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
SomMotA_10_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotA_11_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotA_12_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotB_Ins_1_R	1817.31412	475951.214944	229519.258374	246431.95657	2.78784
SomMotB_Ins_2_R	629.071671	77850.945006	76495.181722	1355.763284	0.015338
SomMotB_ParOper_1_R	305.978228	111398.875327	34886.606107	76512.26922	0.865569
SomMotB_ParOper_2_R	686.117351	185065.399941	83841.630686	101223.769255	1.145126
SomMotB_1_R	1618.432847	185065.399941	203906.957458	-18841.557517	-0.213151
SomMotB_2_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
SomMotB_3_R	1817.31412	475951.214944	229519.258374	246431.95657	2.78784
SomMotB_4_R	305.978228	185065.399941	34886.606107	150178.793834	1.698945
SomMotB_5_R	1817.31412	475951.214944	229519.258374	246431.95657	2.78784
SomMotB_6_R	1817.31412	77850.945006	229519.258374	-151668.313368	-1.715796
SomMotB_7_R	629.071671	475951.214944	76495.181722	399456.033222	4.518973
VisualA_ExStr_1_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_2_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
VisualA_ExStr_3_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_4_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_5_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_6_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_7_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
VisualA_ExStr_8_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
VisualA_ExStr_9_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_10_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualA_ExStr_11_R	955.973837	187210.944624	118594.251781	68616.692843	0.776248
VisualA_ExStr_12_R	955.973837	66878.704307	118594.251781	-51715.547474	-0.585048
VisualA_PrC_1_R	1817.31412	475951.214944	229519.258374	246431.95657	2.78784
VisualA_SPL_1_R	686.117351	111398.875327	83841.630686	27557.244641	0.31175
VisualA_SPL_2_R	1817.31412	111398.875327	229519.258374	-118120.383047	-1.336274
VisualB_ExStrInf_1_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrInf_2_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrInf_3_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrInf_4_R	629.071671	38030.990319	76495.181722	-38464.191403	-0.435138
VisualB_ExStrSup_1_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrSup_2_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrSup_3_R	305.978228	38030.990319	34886.606107	3144.384212	0.035572
VisualB_ExStrSup_4_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_ExStrSup_5_R	629.071671	66878.704307	76495.181722	-9616.477415	-0.108789
VisualB_SPL_1_R	629.071671	111398.875327	76495.181722	34903.693605	0.394859
VisualB_Striate_1_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_Striate_2_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualB_Striate_3_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualC_ExStr_1_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualC_ExStr_2_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
VisualC_ExStr_3_R	305.978228	111398.875327	34886.606107	76512.26922	0.865569
VisualC_ExStr_4_R	305.978228	66878.704307	34886.606107	31992.0982	0.361921
